Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,name,Customerid
INN00189,2,0,2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Online,0,0,0,78,0,Canceled,Gene Nelson,189
INN00190,1,0,2,2,Meal Plan 1,0,Room_Type 4,81,2018,11,6,Online,0,0,0,146.6,1,Not_Canceled,Kendra Robinson,190
INN00191,2,0,1,2,Meal Plan 1,0,Room_Type 1,54,2018,10,10,Online,0,0,0,118.8,0,Canceled,Kenneth Schneider,191
INN00192,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,10,6,Online,0,0,0,145,0,Canceled,Joseph Ho,192
INN00193,2,0,0,4,Meal Plan 1,0,Room_Type 1,86,2018,4,6,Online,0,0,0,84.58,0,Canceled,Tiffany Dougherty,193
INN00194,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Online,0,0,0,130,0,Canceled,Nicole Adams,194
INN00195,2,0,4,10,Meal Plan 1,0,Room_Type 4,147,2018,8,3,Online,0,0,0,118.88,1,Canceled,Nicholas Jones,195
INN00196,2,0,1,2,Meal Plan 1,0,Room_Type 1,92,2018,5,30,Offline,0,0,0,101.52,0,Not_Canceled,Robert Anderson,196
INN00197,2,0,0,1,Meal Plan 1,0,Room_Type 1,87,2017,9,11,Corporate,0,0,0,100,0,Canceled,Michael Serrano,197
INN00198,2,0,2,1,Meal Plan 1,0,Room_Type 1,109,2018,3,20,Offline,0,0,0,58,0,Not_Canceled,Kenneth Khan,198
INN00199,2,0,0,4,Meal Plan 1,0,Room_Type 1,127,2018,3,23,Offline,0,0,0,61.5,2,Not_Canceled,Pamela Beltran,199
INN00200,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107,0,Canceled,Jessica Hull,200
INN00201,2,0,1,4,Not Selected,0,Room_Type 1,156,2018,8,24,Online,0,0,0,87.3,1,Not_Canceled,Katelyn Garcia,201
INN00202,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2017,7,16,Online,0,0,0,76.5,1,Canceled,Kimberly Stanley,202
INN00203,2,0,2,2,Not Selected,0,Room_Type 1,211,2018,12,16,Online,0,0,0,63.75,0,Canceled,Kathleen Diaz,203
INN00204,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Online,0,0,0,95,0,Canceled,Michelle Jones,204
INN00205,2,0,2,1,Meal Plan 1,0,Room_Type 1,58,2018,11,19,Offline,0,0,0,75,1,Not_Canceled,Anthony Singleton,205
INN00206,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Online,0,0,0,70,0,Canceled,Aaron Cannon,206
INN00207,2,0,1,3,Meal Plan 1,0,Room_Type 1,111,2018,5,2,Online,0,0,0,101.58,1,Not_Canceled,Roger Lewis,207
INN00208,2,0,2,3,Meal Plan 1,0,Room_Type 1,34,2018,8,21,Offline,0,0,0,85,0,Not_Canceled,Rachel Rice,208
INN00209,2,0,2,4,Meal Plan 1,0,Room_Type 1,17,2018,12,3,Online,0,0,0,98.39,0,Not_Canceled,George Garcia,209
INN00210,1,0,0,0,Meal Plan 1,0,Room_Type 1,4,2018,2,27,Complementary,0,0,0,0,1,Not_Canceled,Kimberly Sullivan,210
INN00211,2,0,0,3,Meal Plan 1,0,Room_Type 1,6,2017,9,22,Online,0,0,0,106.07,1,Not_Canceled,Stephen Zuniga,211
INN00212,2,0,1,1,Meal Plan 1,0,Room_Type 1,32,2018,7,18,Offline,0,0,0,105,1,Not_Canceled,Joshua Payne,212
INN00213,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,9,22,Online,0,0,0,145,2,Not_Canceled,Pamela Torres,213
INN00214,3,0,2,1,Meal Plan 1,0,Room_Type 1,195,2018,8,13,Online,0,0,0,106.03,1,Canceled,Darren Turner,214
INN00215,2,0,2,2,Meal Plan 1,0,Room_Type 1,119,2018,8,13,Online,0,0,0,114.3,1,Not_Canceled,Desiree Mclaughlin,215
INN00216,1,0,1,1,Not Selected,0,Room_Type 1,13,2018,12,5,Online,0,0,0,88,0,Not_Canceled,Erin Williams,216
INN00217,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2017,10,15,Online,0,0,0,89.25,2,Not_Canceled,Charles Sellers,217
INN00218,2,1,2,5,Meal Plan 1,0,Room_Type 4,78,2018,3,20,Online,0,0,0,86.32,1,Not_Canceled,Douglas Stafford,218
INN00219,2,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90,1,Not_Canceled,Carrie Clark,219
INN00220,2,0,2,5,Meal Plan 1,0,Room_Type 1,103,2017,8,22,Online,0,0,0,55.96,0,Not_Canceled,Mary Hudson,220
INN00221,1,0,0,2,Not Selected,0,Room_Type 1,0,2018,6,8,Online,0,0,0,109,1,Not_Canceled,Christopher Martin,221
INN00222,2,0,0,1,Meal Plan 1,0,Room_Type 1,118,2018,3,1,Offline,0,0,0,86,0,Not_Canceled,Adrian Aguirre,222
INN00223,2,0,1,5,Meal Plan 1,0,Room_Type 1,56,2018,9,5,Online,0,0,0,118.95,0,Not_Canceled,Wesley Stanton,223
INN00224,2,0,0,2,Meal Plan 1,0,Room_Type 1,107,2018,6,10,Offline,0,0,0,130,1,Not_Canceled,Aaron Hardy,224
INN00225,2,0,1,3,Not Selected,0,Room_Type 1,70,2018,4,14,Online,0,0,0,90.56,1,Not_Canceled,John Contreras,225
INN00226,2,0,0,2,Meal Plan 1,0,Room_Type 1,76,2018,4,1,Online,0,0,0,87.3,1,Not_Canceled,Carmen Singh,226
INN00227,2,2,2,2,Meal Plan 1,0,Room_Type 6,144,2018,5,27,Online,0,0,0,177.65,1,Canceled,Melinda Wilson,227
INN00228,1,2,2,2,Meal Plan 1,0,Room_Type 6,4,2017,9,19,Online,0,0,0,200.75,2,Not_Canceled,Alvin Moreno,228
INN00229,2,1,0,2,Meal Plan 1,0,Room_Type 1,15,2018,3,18,Online,0,0,0,127,1,Not_Canceled,Tracy Simmons,229
INN00230,1,0,1,2,Meal Plan 1,0,Room_Type 1,32,2018,2,5,Online,0,0,0,72.9,0,Canceled,Cheyenne Patel,230
INN00231,3,0,1,1,Meal Plan 1,0,Room_Type 4,49,2018,5,7,Online,0,0,0,159.3,0,Canceled,Mercedes Thompson,231
INN00232,2,1,1,3,Meal Plan 1,0,Room_Type 1,77,2018,5,12,Online,0,0,0,135.15,1,Not_Canceled,Mrs. Kristin Rice,232
INN00233,1,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,10,28,Offline,0,0,0,90,0,Not_Canceled,Christine Thompson,233
INN00234,2,0,1,0,Not Selected,0,Room_Type 1,0,2017,10,18,Online,0,0,0,114,0,Not_Canceled,Jerry Beasley,234
INN00235,2,1,0,1,Meal Plan 1,1,Room_Type 1,58,2018,6,21,Online,0,0,0,125.1,1,Not_Canceled,Chelsea Thomas,235
INN00236,2,0,2,6,Not Selected,0,Room_Type 1,4,2017,8,14,Online,0,0,0,95.13,1,Not_Canceled,Erin Thomas,236
INN00237,2,0,0,2,Meal Plan 1,0,Room_Type 5,117,2018,4,29,Online,0,0,0,105.84,0,Canceled,Michael Bailey,237
INN00238,2,0,1,3,Meal Plan 1,0,Room_Type 1,36,2018,12,26,Online,0,0,0,102,0,Canceled,Elizabeth Baker,238
INN00239,2,0,2,2,Not Selected,0,Room_Type 1,35,2018,12,2,Online,0,0,0,74.8,2,Not_Canceled,Ronald Carrillo,239
INN00240,2,0,1,0,Not Selected,0,Room_Type 1,31,2018,4,24,Online,0,0,0,94.5,0,Canceled,Dana Lutz,240
INN00241,2,0,2,4,Not Selected,0,Room_Type 1,79,2018,6,16,Online,0,0,0,120.6,0,Not_Canceled,Grace Rodriguez MD,241
INN00242,2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2017,10,9,Online,0,0,0,139.33,0,Not_Canceled,Lori Fisher,242
INN00243,2,0,0,2,Meal Plan 1,0,Room_Type 1,21,2017,9,3,Online,0,0,0,105,0,Not_Canceled,Melissa Fitzgerald,243
INN00244,2,0,0,2,Not Selected,0,Room_Type 1,12,2018,9,14,Corporate,0,0,0,100,1,Not_Canceled,Leonard Paul,244
INN00245,2,0,1,0,Meal Plan 1,0,Room_Type 1,33,2018,2,8,Online,0,0,0,80.3,1,Not_Canceled,Lori Smith MD,245
INN00246,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled,Kenneth Brewer,246
INN00247,2,0,0,3,Meal Plan 1,1,Room_Type 1,78,2018,3,24,Online,0,0,0,105.3,1,Not_Canceled,Eric Grant,247
INN00248,2,0,0,4,Meal Plan 1,0,Room_Type 4,18,2018,5,31,Online,0,0,0,112.8,0,Canceled,Daniel Mitchell,248
INN00249,2,0,1,2,Meal Plan 1,0,Room_Type 1,21,2018,8,15,Online,0,0,0,151,0,Canceled,Juan Johnson,249
INN00250,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,2017,11,9,Online,0,0,0,91,1,Not_Canceled,Bryan Hunt,250
INN00251,3,0,2,1,Meal Plan 1,0,Room_Type 4,152,2018,8,13,Online,0,0,0,146.7,1,Canceled,Melissa Simpson,251
INN00252,2,0,2,3,Meal Plan 1,0,Room_Type 1,43,2017,10,2,Offline,0,0,0,58.4,0,Not_Canceled,Marissa Ray,252
INN00253,2,0,0,4,Not Selected,0,Room_Type 1,177,2018,7,26,Online,0,0,0,80.75,1,Canceled,Jonathan Acevedo,253
INN00254,2,0,1,1,Not Selected,0,Room_Type 1,47,2018,5,21,Offline,0,0,0,76.5,0,Not_Canceled,Regina Wong,254
INN00255,3,0,0,3,Meal Plan 1,0,Room_Type 4,57,2018,9,7,Online,0,0,0,140.13,0,Not_Canceled,Steve Cruz,255
INN00256,2,0,2,4,Not Selected,0,Room_Type 1,60,2017,11,15,Online,0,0,0,76,1,Not_Canceled,Jessica Cox,256
INN00257,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,16,Online,0,0,0,200,0,Not_Canceled,Logan Moody,257
INN00258,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled,Ashley Wang,258
INN00259,2,0,0,3,Not Selected,0,Room_Type 1,71,2018,10,18,Online,0,0,0,108,1,Not_Canceled,Eileen Smith,259
INN00260,3,0,2,3,Meal Plan 2,0,Room_Type 4,111,2018,7,23,Online,0,0,0,189,1,Not_Canceled,Jessica Nguyen,260
INN00261,3,0,1,1,Meal Plan 1,0,Room_Type 4,1,2018,6,11,Online,0,0,0,166,3,Not_Canceled,Stacey Romero,261
INN00262,2,0,1,1,Not Selected,0,Room_Type 1,4,2018,1,16,Online,0,0,0,67.5,0,Not_Canceled,Jennifer Collins,262
INN00263,2,0,1,3,Meal Plan 1,0,Room_Type 4,25,2017,9,14,Online,0,0,0,78.54,1,Not_Canceled,Jamie Levy DDS,263
INN00264,1,0,2,2,Meal Plan 1,0,Room_Type 1,209,2018,11,6,Online,0,0,0,152.1,1,Canceled,Richard Foster,264
INN00265,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Online,0,0,0,115,0,Canceled,Matthew Miller,265
INN00266,2,0,2,5,Not Selected,0,Room_Type 1,53,2017,9,2,Online,0,0,0,66.53,2,Not_Canceled,Renee Smith,266
INN00267,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,8,12,Complementary,1,0,1,0,1,Not_Canceled,Peter Johnson,267
INN00268,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2017,8,23,Complementary,0,0,0,0,1,Not_Canceled,John Henderson,268
INN00269,2,0,0,3,Meal Plan 1,0,Room_Type 1,302,2018,12,29,Online,0,0,0,90.3,2,Canceled,Debra Farmer,269
INN00270,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85,0,Not_Canceled,Amanda Ochoa,270
INN00271,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,3,11,Corporate,0,0,0,75,0,Not_Canceled,William Golden,271
INN00272,2,0,2,4,Meal Plan 1,0,Room_Type 1,28,2018,8,28,Online,0,0,0,115.37,1,Canceled,Susan Pearson,272
INN00273,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Online,0,0,0,130,0,Canceled,Victoria Young,273
INN00274,3,0,0,2,Meal Plan 1,0,Room_Type 4,57,2018,12,9,Online,0,0,0,126,2,Not_Canceled,Richard Palmer,274
INN00275,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,6,12,Online,0,0,0,94.35,1,Not_Canceled,Martin Mills,275
INN00276,3,0,2,4,Meal Plan 1,0,Room_Type 4,109,2018,7,6,Online,0,0,0,118.46,4,Not_Canceled,Ashley Johnson,276
INN00277,1,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Online,0,0,0,90.6,0,Canceled,Austin Green,277
INN00278,1,0,2,1,Meal Plan 1,0,Room_Type 1,33,2018,3,5,Online,0,0,0,82.9,2,Not_Canceled,Jeffery Garner,278
INN00279,2,0,0,3,Meal Plan 1,0,Room_Type 1,11,2017,8,18,Online,0,0,0,95.33,1,Not_Canceled,Belinda Barnes,279
INN00280,3,0,2,5,Meal Plan 1,0,Room_Type 4,40,2018,4,21,Online,0,0,0,135.64,1,Not_Canceled,Roberto Oliver,280
INN00281,3,0,1,1,Meal Plan 1,0,Room_Type 4,45,2018,6,18,Offline,0,0,0,122.4,0,Not_Canceled,John Fischer,281
INN00282,2,0,1,3,Not Selected,0,Room_Type 1,41,2018,5,9,Online,0,0,0,116.1,0,Canceled,Micheal Nash,282
INN00283,2,0,0,4,Not Selected,0,Room_Type 1,167,2018,6,28,Online,0,0,0,62.18,0,Canceled,Kurt Wilson,283
INN00284,2,0,0,4,Not Selected,0,Room_Type 1,62,2018,3,9,Online,0,0,0,63.75,0,Canceled,Steven Olson,284
INN00285,1,0,1,4,Meal Plan 1,0,Room_Type 1,113,2018,9,7,Online,0,0,0,118.8,0,Canceled,Joseph Gilmore,285
INN00286,2,0,0,2,Not Selected,1,Room_Type 1,1,2018,8,10,Online,0,0,0,167,0,Not_Canceled,Todd Whitney,286
INN00287,2,2,2,2,Meal Plan 1,0,Room_Type 6,84,2018,5,13,Online,0,0,0,187.85,1,Not_Canceled,Pamela Bishop,287
INN00288,0,2,2,2,Meal Plan 1,0,Room_Type 1,68,2018,4,24,Online,0,0,0,108.38,1,Canceled,Brandon Haley,288
INN00289,2,0,0,1,Meal Plan 1,0,Room_Type 2,9,2018,9,7,Complementary,1,0,3,0,1,Not_Canceled,Lauren Nelson,289
INN00290,3,0,1,2,Meal Plan 1,0,Room_Type 1,245,2018,10,28,Online,0,0,0,128.7,0,Canceled,Ryan Gould,290
INN00291,2,0,1,3,Meal Plan 1,0,Room_Type 1,80,2018,3,17,Online,0,0,0,80.33,1,Not_Canceled,Paul Estrada,291
INN00292,2,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,8,22,Online,0,0,0,140,1,Canceled,Monique Roberts,292
INN00293,2,1,1,1,Meal Plan 1,0,Room_Type 1,128,2017,8,8,Online,0,0,0,76.5,2,Not_Canceled,Elizabeth Stephens,293
INN00294,2,0,2,1,Meal Plan 1,0,Room_Type 1,100,2018,5,1,Online,0,0,0,105.3,1,Not_Canceled,Courtney Jones,294
INN00295,2,0,2,1,Meal Plan 1,0,Room_Type 1,118,2018,4,3,Online,0,0,0,87.3,1,Canceled,Amanda Aguilar,295
INN00296,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110,0,Canceled,Mary Morris,296
INN00297,1,0,0,1,Meal Plan 2,0,Room_Type 1,41,2017,9,4,Offline,0,0,0,83,0,Not_Canceled,Jason Perez,297
INN00298,2,0,2,2,Meal Plan 1,0,Room_Type 1,174,2018,8,13,Online,0,0,0,99.45,1,Not_Canceled,Johnny Cardenas,298
INN00299,2,1,2,1,Meal Plan 2,0,Room_Type 1,27,2017,12,27,Offline,0,0,0,104.5,3,Not_Canceled,Mark Smith,299
INN00300,2,0,2,6,Meal Plan 1,0,Room_Type 1,2,2018,11,16,Online,0,0,0,92.54,2,Not_Canceled,Samuel Dominguez,300
INN00301,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Canceled,Robert Christensen,301
INN00302,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled,Ronald Johnson,302
INN00303,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,2018,1,2,Offline,1,1,0,63,1,Not_Canceled,Micheal Stanton DVM,303
INN00304,2,0,1,2,Meal Plan 1,0,Room_Type 4,189,2018,10,28,Online,0,0,0,109.8,0,Canceled,Sarah Jones,304
INN00305,2,0,1,0,Meal Plan 1,0,Room_Type 1,10,2018,5,16,Online,0,0,0,103,0,Not_Canceled,Lauren Cardenas,305
INN00306,3,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,2,20,Online,0,0,0,130,1,Not_Canceled,Dennis Moore,306
INN00307,2,0,0,2,Meal Plan 1,0,Room_Type 1,61,2018,3,23,Online,0,0,0,117,0,Canceled,Mary Ross,307
INN00308,2,0,0,4,Meal Plan 1,0,Room_Type 4,95,2017,12,29,Offline,0,0,0,60.5,0,Not_Canceled,Jenna Evans,308
INN00309,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled,John Rios,309
INN00310,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,8,1,Online,0,0,0,135.9,0,Canceled,Lynn Steele,310
INN00311,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,7,25,Online,0,0,0,151,1,Canceled,Bob Harris,311
INN00312,2,2,0,2,Meal Plan 1,0,Room_Type 6,22,2018,9,16,Online,0,0,0,239,2,Not_Canceled,Carlos Valdez,312
INN00313,2,0,2,1,Meal Plan 1,0,Room_Type 1,22,2017,12,26,Online,0,0,0,59.09,0,Not_Canceled,Charles Rosario,313
INN00314,2,0,2,5,Meal Plan 1,0,Room_Type 1,151,2018,7,9,Online,0,0,0,103.09,0,Canceled,Joseph Rhodes,314
INN00315,2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2018,2,28,Offline,0,0,0,87,0,Not_Canceled,George Davis,315
INN00316,3,0,1,0,Meal Plan 1,0,Room_Type 4,27,2018,4,17,Online,0,0,0,137,0,Canceled,Mrs. Amy Robinson,316
INN00317,2,0,0,2,Meal Plan 2,0,Room_Type 1,79,2018,6,24,Offline,0,0,0,109,0,Not_Canceled,Levi Smith,317
INN00318,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115,1,Canceled,Jamie Walker,318
INN00319,2,0,2,3,Meal Plan 1,0,Room_Type 4,189,2018,7,17,Online,0,0,0,99.45,1,Not_Canceled,Kristina Trujillo,319
INN00320,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Online,0,0,0,115,1,Canceled,Shelly Bryant,320
INN00321,3,0,1,2,Meal Plan 1,0,Room_Type 4,27,2018,2,22,Online,0,0,0,130,2,Not_Canceled,Kenneth Horton,321
INN00322,1,0,1,0,Meal Plan 1,0,Room_Type 1,51,2018,5,22,Corporate,1,0,3,65,0,Not_Canceled,Adam Torres,322
INN00323,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,75,0,Canceled,James Drake,323
INN00324,2,1,1,2,Meal Plan 1,0,Room_Type 1,52,2018,7,8,Online,0,0,0,132.9,0,Canceled,Ricardo Brown,324
INN00325,1,0,2,0,Meal Plan 1,0,Room_Type 1,13,2017,10,18,Online,0,0,0,120,0,Not_Canceled,Joseph Johnson,325
INN00326,2,0,0,2,Not Selected,0,Room_Type 1,46,2018,11,11,Online,0,0,0,79.2,1,Canceled,Shelby Brooks,326
INN00327,3,0,2,1,Meal Plan 1,0,Room_Type 4,84,2018,8,28,Online,0,0,0,159.3,0,Canceled,Holly Arias,327
INN00328,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled,Lisa Shepherd,328
INN00329,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90,0,Not_Canceled,Laura Hall,329
INN00330,2,0,0,2,Meal Plan 1,0,Room_Type 4,67,2018,5,27,Online,0,0,0,140.4,1,Not_Canceled,Dawn Elliott,330
INN00331,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,75,0,Not_Canceled,Ryan Abbott,331
INN00332,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Online,0,0,0,109,0,Canceled,Jason Cantu,332
INN00333,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Online,0,0,0,94.5,0,Canceled,Chad Avery,333
INN00334,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,12,15,Corporate,1,0,1,75,0,Not_Canceled,Melissa Roth,334
INN00335,2,0,1,2,Meal Plan 1,0,Room_Type 4,32,2017,10,23,Offline,0,0,0,75,1,Not_Canceled,Sharon Davis,335
INN00336,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,Offline,0,0,0,76.67,0,Not_Canceled,Adam Wilson,336
INN00337,2,0,2,2,Meal Plan 1,0,Room_Type 1,38,2018,10,2,Online,0,0,0,126,0,Not_Canceled,Samantha Shaw,337
INN00338,2,0,1,1,Not Selected,0,Room_Type 1,175,2018,7,23,Online,0,0,0,85.5,1,Not_Canceled,Lisa Schmidt,338
INN00339,2,0,0,3,Meal Plan 1,0,Room_Type 4,143,2018,8,18,Online,0,0,0,140.7,0,Canceled,Mr. Chris Castro,339
INN00340,2,0,2,2,Meal Plan 1,0,Room_Type 4,127,2018,6,26,Online,0,0,0,103.7,1,Not_Canceled,Amber Gray,340
INN00341,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Online,0,0,0,142,0,Not_Canceled,Oscar Parrish MD,341
INN00342,2,1,2,5,Meal Plan 1,0,Room_Type 1,95,2018,12,21,Online,0,0,0,103.7,3,Not_Canceled,Pamela White,342
INN00343,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled,Beth Taylor,343
INN00344,2,0,0,3,Meal Plan 1,0,Room_Type 1,45,2018,11,10,Offline,0,0,0,75,0,Not_Canceled,Chad Miller,344
INN00345,3,0,1,1,Meal Plan 1,0,Room_Type 4,69,2018,7,25,Online,0,0,0,137.7,0,Not_Canceled,John Haynes,345
INN00346,2,0,0,1,Not Selected,0,Room_Type 1,57,2018,9,7,Online,0,0,0,87.3,3,Not_Canceled,Jerry Jones,346
INN00347,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,8,24,Complementary,1,0,4,0,4,Not_Canceled,Ryan Hamilton,347
INN00348,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled,Nathan Torres,348
INN00349,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,24,Online,0,0,0,97,1,Not_Canceled,Donna Green,349
INN00350,3,0,1,1,Meal Plan 1,0,Room_Type 4,89,2018,8,15,Online,0,0,0,150.3,1,Not_Canceled,Edwin Larson,350
INN00351,2,0,0,4,Meal Plan 1,0,Room_Type 1,85,2018,3,29,Online,0,0,0,82.45,0,Not_Canceled,David Horn,351
INN00352,1,0,0,1,Meal Plan 1,1,Room_Type 4,4,2018,7,1,Corporate,1,0,3,103,1,Not_Canceled,Dale Marquez,352
INN00353,1,0,2,6,Meal Plan 1,0,Room_Type 1,11,2018,7,5,Online,0,0,0,145,0,Canceled,Todd Jones,353
INN00354,1,0,1,1,Meal Plan 1,0,Room_Type 1,12,2018,7,11,Online,0,0,0,145,1,Not_Canceled,Ian Hopkins,354
INN00355,2,0,2,2,Meal Plan 1,0,Room_Type 4,77,2018,5,14,Online,0,0,0,134.85,1,Not_Canceled,Sonya Henderson,355
INN00356,2,1,1,1,Meal Plan 1,0,Room_Type 6,14,2018,10,22,Online,0,0,0,168.25,1,Not_Canceled,Paul Miller,356
INN00357,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60,0,Canceled,James Rice,357
INN00358,2,0,1,3,Meal Plan 1,0,Room_Type 1,133,2018,6,13,Offline,0,0,0,76,0,Not_Canceled,Courtney Salazar,358
INN00359,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,8,10,Offline,0,0,0,63.5,1,Not_Canceled,Michael Baker,359
INN00360,2,0,2,0,Meal Plan 1,0,Room_Type 1,19,2018,9,18,Offline,0,0,0,95,0,Not_Canceled,Jake Thompson,360
INN00361,2,0,2,2,Meal Plan 1,0,Room_Type 4,86,2018,9,3,Offline,0,0,0,90.95,3,Not_Canceled,Dennis Kelly,361
INN00362,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2017,10,16,Online,0,0,0,98.4,2,Not_Canceled,Christine Mack,362
INN00363,2,0,0,1,Meal Plan 1,0,Room_Type 1,65,2018,9,22,Online,0,0,0,135.9,1,Not_Canceled,Mrs. Kimberly Anderson,363
INN00364,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,11,16,Online,0,0,0,130,1,Not_Canceled,Megan Ortega,364
INN00365,2,0,0,1,Meal Plan 1,0,Room_Type 4,66,2017,11,19,Online,0,0,0,81.9,2,Not_Canceled,Edward Sanders,365
INN00366,3,0,1,4,Meal Plan 1,0,Room_Type 1,50,2018,2,22,Online,0,0,0,78.85,1,Not_Canceled,Joshua Evans,366
INN00367,2,0,2,3,Meal Plan 2,0,Room_Type 1,87,2018,6,26,Online,0,0,0,141.3,0,Canceled,Evelyn Gonzales,367
INN00368,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70,1,Not_Canceled,Megan Braun,368
INN00369,2,0,2,3,Meal Plan 2,0,Room_Type 1,39,2018,8,13,Online,0,0,0,170.1,2,Not_Canceled,Larry Ortiz,369
INN00370,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,115,1,Canceled,Jay Thompson,370
INN00371,2,2,0,5,Meal Plan 1,0,Room_Type 6,22,2017,12,29,Online,0,0,0,199,0,Not_Canceled,Angela Fleming,371
INN00372,2,0,2,2,Meal Plan 1,0,Room_Type 4,102,2018,7,10,Offline,0,0,0,82.45,0,Not_Canceled,Randy Sanchez,372
INN00373,4,0,0,3,Meal Plan 1,0,Room_Type 7,86,2018,10,20,Online,0,0,0,192.86,1,Not_Canceled,Lori Solis,373
INN00374,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185,0,Not_Canceled,Luis Jones,374
INN00375,2,0,2,6,Meal Plan 1,0,Room_Type 1,36,2018,12,10,Online,0,0,0,68.07,1,Not_Canceled,Caitlin Higgins,375
INN00376,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,10,4,Online,0,0,0,118.8,1,Not_Canceled,Brooke Ford,376
INN00377,2,0,0,2,Meal Plan 1,0,Room_Type 4,115,2018,10,27,Online,0,0,0,104.4,0,Canceled,Denise Johnson,377
INN00378,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,23,Corporate,1,0,12,65,0,Not_Canceled,Wanda Lindsey,378
